age,annual_income,credit_score,debt_to_income_ratio,credit_utilization_rate,payment_history_score,loan_amount,employment_length_years,revolving_balance,num_credit_lines,home_ownership,loan_intent,default_risk
42,114100.0,709,0.112,0.546,83.7,37200.0,0,15997.0,2,MORTGAGE,EDUCATION,0
67,68500.0,703,0.262,0.564,86.0,17500.0,4,6187.0,7,RENT,VENTURE,1
50,103000.0,540,0.214,0.335,78.9,8200.0,14,4167.0,9,RENT,DEBTCONSOLIDATION,1
63,50100.0,615,0.024,0.4,97.8,49100.0,6,3322.0,7,RENT,MEDICAL,1
37,131600.0,700,0.291,0.823,64.8,30000.0,2,40648.0,5,RENT,MEDICAL,1
46,72600.0,700,0.17,0.348,68.5,8400.0,0,9312.0,7,OWN,MEDICAL,0
56,67300.0,761,0.089,0.278,84.9,18000.0,16,3699.0,3,MORTGAGE,DEBTCONSOLIDATION,0
21,27900.0,659,0.341,0.291,100.0,16300.0,0,1331.0,5,RENT,EDUCATION,1
28,71100.0,700,0.155,0.3,70.7,20200.0,18,7670.0,4,RENT,PERSONAL,0
55,36300.0,671,0.166,0.494,81.2,14800.0,1,3697.0,13,MORTGAGE,PERSONAL,0
35,40800.0,595,0.282,0.677,96.3,13600.0,9,1755.0,6,MORTGAGE,DEBTCONSOLIDATION,0
67,36700.0,500,0.147,0.626,93.0,75000.0,4,3929.0,8,RENT,PERSONAL,1
42,31600.0,702,0.029,0.227,89.4,20300.0,12,1883.0,1,MORTGAGE,MEDICAL,0
34,214200.0,683,0.085,0.429,73.4,8500.0,2,34975.0,3,RENT,EDUCATION,0
46,133100.0,623,0.315,0.559,81.7,10200.0,9,14777.0,5,MORTGAGE,PERSONAL,0
48,189500.0,548,0.068,0.27,82.4,50400.0,1,6858.0,3,MORTGAGE,MEDICAL,0
43,28700.0,717,0.238,0.574,94.5,11000.0,3,3041.0,6,MORTGAGE,DEBTCONSOLIDATION,0
34,62500.0,650,0.219,0.517,80.4,7300.0,9,2261.0,15,RENT,EDUCATION,0
44,27600.0,711,0.239,0.387,98.3,14600.0,0,3894.0,4,RENT,PERSONAL,0
22,39400.0,809,0.174,0.253,81.3,12300.0,6,615.0,4,OWN,MEDICAL,0
65,34500.0,509,0.084,0.356,83.7,37500.0,2,618.0,5,RENT,VENTURE,1
46,126000.0,617,0.142,0.163,80.5,42800.0,3,5441.0,3,MORTGAGE,MEDICAL,0
34,47200.0,654,0.144,0.329,79.9,11500.0,4,1613.0,3,MORTGAGE,PERSONAL,1
27,113700.0,779,0.369,0.214,81.1,25200.0,1,3738.0,4,MORTGAGE,PERSONAL,0
23,86000.0,547,0.285,0.689,82.4,12900.0,0,13145.0,4,MORTGAGE,PERSONAL,0
67,238500.0,815,0.084,0.212,62.5,8100.0,0,16546.0,6,RENT,DEBTCONSOLIDATION,1
43,24600.0,680,0.274,0.255,78.6,49800.0,2,1164.0,8,RENT,MEDICAL,1
66,127500.0,662,0.048,0.274,100.0,55700.0,1,13450.0,6,MORTGAGE,EDUCATION,0
63,119100.0,655,0.211,0.609,60.2,18200.0,5,15132.0,6,MORTGAGE,PERSONAL,1
67,33400.0,637,0.198,0.558,79.1,9200.0,6,6933.0,6,MORTGAGE,VENTURE,0
65,109600.0,748,0.098,0.257,75.3,7200.0,3,5868.0,5,OWN,VENTURE,0
38,73300.0,589,0.046,0.325,85.9,22700.0,4,5495.0,9,RENT,DEBTCONSOLIDATION,0
58,52200.0,695,0.09,0.586,88.1,36400.0,4,11787.0,1,OWN,PERSONAL,1
55,36500.0,641,0.092,0.703,83.8,15900.0,0,7344.0,4,RENT,VENTURE,1
35,38900.0,612,0.093,0.054,57.9,31100.0,9,215.0,5,RENT,PERSONAL,1
45,204800.0,850,0.265,0.727,57.7,12500.0,0,38636.0,7,RENT,VENTURE,1
57,59900.0,701,0.026,0.336,50.0,9800.0,2,2593.0,5,RENT,PERSONAL,1
48,95700.0,715,0.342,0.409,80.4,17400.0,0,6199.0,3,MORTGAGE,PERSONAL,1
30,37300.0,755,0.083,0.371,62.3,3600.0,5,4751.0,6,MORTGAGE,VENTURE,0
59,37500.0,563,0.226,0.514,53.8,10400.0,1,5566.0,4,RENT,MEDICAL,1
37,114600.0,801,0.261,0.45,71.0,25900.0,0,7757.0,7,MORTGAGE,PERSONAL,0
59,26600.0,481,0.334,0.119,73.8,2700.0,0,163.0,6,RENT,PERSONAL,0
42,46700.0,612,0.275,0.535,81.0,6000.0,1,5894.0,7,RENT,PERSONAL,0
46,61100.0,635,0.126,0.297,82.1,13300.0,5,2496.0,9,RENT,DEBTCONSOLIDATION,0
64,64000.0,713,0.101,0.359,82.7,6400.0,6,1376.0,4,RENT,MEDICAL,0
45,53800.0,686,0.285,0.388,91.8,10500.0,0,1506.0,5,MORTGAGE,PERSONAL,0
37,75900.0,657,0.306,0.76,78.5,3500.0,0,16477.0,4,MORTGAGE,EDUCATION,1
33,90700.0,669,0.194,0.571,91.0,23000.0,4,10099.0,3,RENT,MEDICAL,1
40,93000.0,596,0.084,0.666,77.8,31600.0,15,8787.0,6,RENT,PERSONAL,0
45,33100.0,557,0.156,0.291,77.2,5100.0,4,3447.0,6,MORTGAGE,EDUCATION,0
24,50500.0,724,0.254,0.202,75.1,17000.0,6,3456.0,5,OWN,VENTURE,0
30,122600.0,722,0.074,0.415,81.6,12800.0,4,10846.0,7,RENT,EDUCATION,0
23,102400.0,788,0.231,0.081,89.9,20300.0,0,1215.0,6,RENT,VENTURE,0
61,26300.0,610,0.119,0.877,89.7,41200.0,14,5248.0,7,RENT,MEDICAL,1
65,73900.0,721,0.11,0.331,89.3,6600.0,0,7669.0,5,RENT,EDUCATION,0
38,18300.0,648,0.168,0.267,85.7,35400.0,7,263.0,4,MORTGAGE,DEBTCONSOLIDATION,1
67,61600.0,759,0.333,0.264,68.2,47900.0,19,4300.0,7,MORTGAGE,EDUCATION,0
56,187000.0,746,0.266,0.347,100.0,4400.0,1,19372.0,7,RENT,VENTURE,0
67,33900.0,685,0.229,0.068,66.0,29300.0,0,774.0,11,RENT,VENTURE,1
42,36300.0,644,0.535,0.281,83.5,8000.0,4,1283.0,4,RENT,DEBTCONSOLIDATION,1
54,94700.0,742,0.329,0.759,100.0,23000.0,7,8712.0,5,MORTGAGE,EDUCATION,0
67,23700.0,718,0.169,0.296,92.6,8500.0,14,880.0,6,MORTGAGE,PERSONAL,0
28,41000.0,618,0.154,0.683,73.6,10000.0,5,10529.0,5,RENT,EDUCATION,1
60,85600.0,570,0.289,0.015,96.6,9300.0,2,128.0,5,MORTGAGE,DEBTCONSOLIDATION,0
64,40900.0,648,0.23,0.409,84.3,7500.0,3,5313.0,4,OWN,EDUCATION,0
39,52000.0,783,0.065,0.545,72.2,24800.0,7,11205.0,7,MORTGAGE,EDUCATION,0
62,93600.0,755,0.101,0.53,84.6,20600.0,7,18911.0,6,OWN,PERSONAL,0
61,77100.0,586,0.064,0.638,77.6,21000.0,0,9516.0,7,MORTGAGE,VENTURE,0
57,70300.0,582,0.085,0.122,79.4,11300.0,4,2948.0,7,RENT,VENTURE,0
26,48900.0,765,0.117,0.097,82.5,12200.0,17,1350.0,7,RENT,DEBTCONSOLIDATION,0
46,74800.0,584,0.168,0.605,90.4,19100.0,7,16018.0,8,MORTGAGE,MEDICAL,0
54,55600.0,708,0.124,0.378,92.8,8300.0,0,2236.0,2,RENT,DEBTCONSOLIDATION,0
65,78800.0,623,0.126,0.165,73.3,10400.0,1,4131.0,6,RENT,PERSONAL,0
26,44400.0,791,0.238,0.519,86.3,28000.0,2,5883.0,7,RENT,MEDICAL,1
57,53700.0,612,0.169,0.105,78.8,19300.0,6,1348.0,6,RENT,MEDICAL,0
53,33100.0,755,0.35,0.253,91.2,33000.0,4,2555.0,5,OWN,DEBTCONSOLIDATION,0
42,58600.0,683,0.271,0.454,69.7,2500.0,0,3873.0,1,MORTGAGE,DEBTCONSOLIDATION,0
41,36800.0,688,0.243,0.292,81.8,41000.0,6,818.0,6,RENT,DEBTCONSOLIDATION,1
26,30700.0,522,0.293,0.289,60.1,28000.0,9,2003.0,4,RENT,EDUCATION,1
26,69900.0,504,0.08,0.668,90.5,28400.0,1,7272.0,11,RENT,EDUCATION,1
24,68000.0,653,0.26,0.5,100.0,4700.0,0,4751.0,8,MORTGAGE,PERSONAL,0
50,95800.0,688,0.109,0.311,100.0,9900.0,7,11902.0,6,MORTGAGE,VENTURE,0
31,46200.0,585,0.348,0.415,92.1,10900.0,5,2286.0,5,MORTGAGE,DEBTCONSOLIDATION,0
50,76500.0,588,0.195,0.368,88.9,16500.0,8,3729.0,4,RENT,DEBTCONSOLIDATION,0
51,83300.0,712,0.121,0.532,100.0,50800.0,4,7394.0,13,OWN,DEBTCONSOLIDATION,0
44,78200.0,712,0.379,0.574,75.3,16900.0,2,10052.0,8,MORTGAGE,MEDICAL,1
29,36500.0,659,0.251,0.355,79.0,33300.0,16,4589.0,8,MORTGAGE,PERSONAL,0
23,65500.0,728,0.152,0.286,99.0,38800.0,7,2093.0,1,MORTGAGE,MEDICAL,0
51,74500.0,581,0.395,0.289,80.3,23700.0,2,5718.0,3,RENT,EDUCATION,1
60,60100.0,643,0.409,0.591,70.9,17100.0,11,6357.0,6,MORTGAGE,EDUCATION,0
57,18000.0,793,0.161,0.77,63.8,34800.0,25,4559.0,7,RENT,VENTURE,1
56,65900.0,675,0.029,0.356,71.9,4900.0,1,6115.0,2,MORTGAGE,PERSONAL,0
44,225800.0,679,0.155,0.559,100.0,22800.0,11,41437.0,7,RENT,MEDICAL,0
51,48200.0,842,0.262,0.452,80.8,42800.0,0,7610.0,3,OWN,PERSONAL,1
26,38700.0,565,0.143,0.125,72.9,16200.0,1,1786.0,7,OWN,DEBTCONSOLIDATION,0
22,74900.0,729,0.073,0.353,80.9,22000.0,0,10536.0,5,RENT,PERSONAL,0
40,72200.0,794,0.197,0.506,85.9,29900.0,2,9740.0,4,MORTGAGE,DEBTCONSOLIDATION,0
48,122500.0,645,0.12,0.31,59.7,11200.0,4,10372.0,8,RENT,DEBTCONSOLIDATION,1
31,28100.0,734,0.297,0.086,71.3,75000.0,6,240.0,6,RENT,PERSONAL,1
24,92900.0,596,0.041,0.543,64.1,6300.0,11,4378.0,5,RENT,PERSONAL,1
35,85300.0,618,0.372,0.372,99.6,3900.0,0,7002.0,6,MORTGAGE,PERSONAL,0
26,55000.0,698,0.319,0.098,80.6,23700.0,4,1578.0,4,OWN,PERSONAL,0
50,73400.0,729,0.048,0.182,79.9,9400.0,4,1828.0,7,RENT,DEBTCONSOLIDATION,0
58,111000.0,754,0.087,0.493,79.8,16300.0,3,9002.0,8,RENT,VENTURE,0
22,101100.0,787,0.164,0.208,68.6,17400.0,5,6204.0,8,RENT,PERSONAL,1
35,30200.0,664,0.374,0.347,88.2,19600.0,3,1300.0,3,RENT,DEBTCONSOLIDATION,1
31,97900.0,759,0.104,0.367,100.0,5700.0,3,8353.0,6,MORTGAGE,VENTURE,0
28,57600.0,644,0.142,0.281,74.6,8500.0,11,3861.0,7,MORTGAGE,DEBTCONSOLIDATION,0
46,62600.0,737,0.296,0.467,92.7,31600.0,9,10844.0,3,RENT,VENTURE,0
65,62600.0,685,0.199,0.182,80.7,9700.0,4,2174.0,3,MORTGAGE,EDUCATION,0
64,54700.0,703,0.177,0.302,72.8,13000.0,0,2043.0,3,MORTGAGE,PERSONAL,0
25,122400.0,701,0.086,0.563,92.9,9400.0,15,7640.0,4,RENT,PERSONAL,0
26,56900.0,549,0.277,0.36,62.5,19700.0,4,3126.0,8,RENT,MEDICAL,1
46,30600.0,585,0.367,0.408,64.9,10400.0,8,1843.0,3,OWN,MEDICAL,1
24,47300.0,677,0.287,0.581,100.0,43300.0,0,8590.0,8,MORTGAGE,MEDICAL,1
39,66700.0,543,0.183,0.012,77.2,8000.0,11,206.0,6,MORTGAGE,DEBTCONSOLIDATION,0
40,125200.0,732,0.222,0.194,96.3,5100.0,5,7016.0,8,RENT,DEBTCONSOLIDATION,0
53,86000.0,735,0.133,0.47,80.6,6000.0,5,10938.0,3,MORTGAGE,EDUCATION,0
40,35900.0,694,0.263,0.482,51.5,30800.0,0,3780.0,12,RENT,EDUCATION,1
32,266000.0,585,0.253,0.356,90.2,5900.0,6,35501.0,6,RENT,EDUCATION,0
67,70200.0,773,0.232,0.573,86.4,5300.0,0,13519.0,14,MORTGAGE,DEBTCONSOLIDATION,0
21,128700.0,822,0.143,0.364,73.0,23500.0,0,5799.0,9,RENT,DEBTCONSOLIDATION,0
46,54700.0,681,0.175,0.729,95.2,48600.0,1,7907.0,6,MORTGAGE,DEBTCONSOLIDATION,1
34,82500.0,708,0.122,0.184,93.2,61800.0,0,2289.0,8,RENT,PERSONAL,0
58,99100.0,685,0.216,0.436,72.9,12600.0,0,13437.0,4,RENT,MEDICAL,1
57,124400.0,709,0.157,0.487,95.0,2000.0,6,10333.0,10,MORTGAGE,EDUCATION,0
31,112900.0,661,0.14,0.572,84.6,12100.0,9,17699.0,10,MORTGAGE,EDUCATION,0
56,101000.0,667,0.548,0.478,82.8,32500.0,0,7352.0,9,MORTGAGE,PERSONAL,1
33,49600.0,737,0.026,0.225,73.2,6600.0,8,1228.0,6,OWN,DEBTCONSOLIDATION,0
63,42500.0,845,0.238,0.39,71.0,9300.0,3,882.0,8,MORTGAGE,EDUCATION,0
23,73100.0,564,0.053,0.451,99.0,17200.0,15,13125.0,5,MORTGAGE,EDUCATION,0
53,104800.0,662,0.179,0.17,86.6,32000.0,0,2260.0,4,RENT,MEDICAL,0
26,52400.0,581,0.288,0.617,93.3,7000.0,0,11034.0,6,MORTGAGE,DEBTCONSOLIDATION,0
30,113400.0,789,0.093,0.335,76.2,29500.0,9,12830.0,10,MORTGAGE,VENTURE,0
25,143100.0,625,0.039,0.644,88.0,22900.0,2,12219.0,6,MORTGAGE,MEDICAL,0
43,34600.0,561,0.241,0.402,77.8,11600.0,3,2719.0,6,MORTGAGE,PERSONAL,0
30,36200.0,717,0.105,0.295,90.0,23900.0,3,3659.0,7,RENT,MEDICAL,1
64,55000.0,800,0.079,0.271,65.2,28200.0,8,4344.0,5,RENT,EDUCATION,1
22,72000.0,719,0.149,0.267,65.4,44400.0,0,3450.0,7,RENT,MEDICAL,1
33,43700.0,685,0.421,0.782,68.7,40200.0,4,13061.0,3,MORTGAGE,EDUCATION,1
60,134800.0,700,0.137,0.148,81.9,6300.0,2,3388.0,4,MORTGAGE,PERSONAL,0
22,77200.0,776,0.117,0.171,55.4,19500.0,2,1640.0,8,RENT,DEBTCONSOLIDATION,0
40,61300.0,604,0.147,0.727,87.5,13500.0,2,4517.0,5,RENT,MEDICAL,1
21,25300.0,661,0.069,0.482,89.4,18000.0,13,3603.0,5,OWN,EDUCATION,0
57,27200.0,636,0.15,0.201,61.0,14400.0,1,329.0,6,RENT,EDUCATION,1
29,70900.0,582,0.371,0.66,77.1,15600.0,3,16193.0,9,RENT,MEDICAL,1
37,18000.0,645,0.082,0.202,100.0,13800.0,3,569.0,4,MORTGAGE,VENTURE,0
29,109900.0,753,0.088,0.249,76.7,9000.0,6,4910.0,6,RENT,MEDICAL,0
31,54500.0,712,0.269,0.568,69.9,16500.0,3,10235.0,6,MORTGAGE,MEDICAL,1
35,350000.0,718,0.294,0.846,77.5,26600.0,4,99182.0,4,RENT,PERSONAL,1
44,239100.0,680,0.343,0.657,96.1,12200.0,2,29847.0,6,OWN,PERSONAL,0
58,53700.0,709,0.034,0.306,68.2,9700.0,6,4007.0,4,RENT,PERSONAL,0
55,56200.0,609,0.134,0.376,88.6,16200.0,3,6080.0,4,MORTGAGE,MEDICAL,0
50,108800.0,646,0.285,0.455,87.1,18100.0,1,14406.0,5,MORTGAGE,EDUCATION,0
51,166400.0,684,0.062,0.285,81.9,8600.0,8,11236.0,6,MORTGAGE,MEDICAL,0
25,22400.0,690,0.335,0.157,77.5,10500.0,7,1215.0,5,RENT,PERSONAL,1
64,20500.0,694,0.293,0.709,93.1,6300.0,4,5007.0,5,OWN,DEBTCONSOLIDATION,0
34,41200.0,659,0.06,0.351,68.3,17600.0,3,5019.0,2,MORTGAGE,MEDICAL,0
31,84900.0,641,0.13,0.192,86.8,11100.0,1,2345.0,8,RENT,PERSONAL,0
29,80700.0,850,0.139,0.293,63.4,36600.0,10,3308.0,7,MORTGAGE,EDUCATION,0
54,113800.0,738,0.233,0.455,93.6,20100.0,0,5123.0,4,RENT,DEBTCONSOLIDATION,0
32,29100.0,700,0.15,0.268,91.1,22700.0,2,2646.0,5,RENT,DEBTCONSOLIDATION,0
55,18000.0,652,0.101,0.317,77.0,15600.0,9,406.0,3,MORTGAGE,PERSONAL,0
55,100200.0,636,0.386,0.142,79.2,25900.0,4,1385.0,4,RENT,DEBTCONSOLIDATION,1
21,36400.0,660,0.127,0.402,87.7,4500.0,2,5475.0,8,RENT,MEDICAL,1
60,18000.0,691,0.177,0.429,65.7,13800.0,7,724.0,9,MORTGAGE,PERSONAL,0
42,65300.0,528,0.247,0.397,78.4,11200.0,22,2397.0,5,RENT,DEBTCONSOLIDATION,0
49,96400.0,552,0.131,0.681,82.0,31200.0,1,24171.0,8,OWN,MEDICAL,1
28,55600.0,622,0.252,0.211,61.5,5700.0,0,1860.0,7,RENT,PERSONAL,1
31,45500.0,685,0.142,0.613,92.8,16400.0,3,9999.0,4,OWN,DEBTCONSOLIDATION,1
61,54400.0,652,0.426,0.231,100.0,34500.0,1,2289.0,7,MORTGAGE,VENTURE,0
57,47900.0,780,0.115,0.577,100.0,13100.0,5,4996.0,5,RENT,PERSONAL,0
34,26700.0,558,0.146,0.428,58.6,13100.0,3,1112.0,3,RENT,EDUCATION,1
50,39000.0,613,0.314,0.771,95.9,17100.0,3,11171.0,3,OWN,EDUCATION,0
55,81900.0,784,0.337,0.321,74.4,12100.0,2,8323.0,5,RENT,MEDICAL,1
41,72600.0,679,0.178,0.368,80.7,18700.0,1,3446.0,7,MORTGAGE,PERSONAL,0
57,66200.0,736,0.43,0.653,70.2,30500.0,1,13173.0,3,OWN,DEBTCONSOLIDATION,1
25,33000.0,823,0.048,0.388,89.3,17600.0,2,1105.0,8,RENT,VENTURE,0
39,53700.0,617,0.173,0.587,52.0,13800.0,5,7355.0,4,RENT,PERSONAL,1
34,18000.0,662,0.141,0.14,67.6,24500.0,2,350.0,9,RENT,VENTURE,1
46,66600.0,649,0.192,0.616,54.9,40900.0,1,14265.0,5,RENT,DEBTCONSOLIDATION,1
24,141100.0,523,0.105,0.67,75.1,8900.0,2,21639.0,4,MORTGAGE,MEDICAL,1
45,24700.0,646,0.198,0.306,78.2,53100.0,23,2815.0,6,RENT,PERSONAL,1
65,42100.0,736,0.068,0.299,63.1,9400.0,0,3207.0,4,RENT,DEBTCONSOLIDATION,0
62,72900.0,710,0.168,0.631,88.3,18300.0,1,10414.0,6,MORTGAGE,VENTURE,0
45,127000.0,716,0.167,0.305,87.2,17700.0,1,11345.0,5,OWN,EDUCATION,0
38,45800.0,641,0.208,0.447,92.4,18400.0,18,6641.0,9,MORTGAGE,EDUCATION,0
60,39500.0,620,0.171,0.438,98.9,4400.0,2,957.0,5,RENT,EDUCATION,0
28,18400.0,765,0.133,0.757,78.8,5900.0,4,3243.0,7,RENT,PERSONAL,1
59,63700.0,632,0.092,0.247,84.7,10600.0,1,5058.0,2,MORTGAGE,DEBTCONSOLIDATION,0
60,203900.0,692,0.237,0.393,69.7,8800.0,0,15435.0,3,RENT,DEBTCONSOLIDATION,1
34,70700.0,682,0.13,0.364,82.8,20100.0,2,1693.0,5,MORTGAGE,DEBTCONSOLIDATION,0
52,59100.0,779,0.267,0.458,83.4,32300.0,5,1520.0,11,OWN,PERSONAL,0
58,72600.0,742,0.135,0.428,100.0,3300.0,5,10187.0,12,RENT,EDUCATION,0
53,59500.0,572,0.08,0.293,88.4,6200.0,7,2080.0,7,MORTGAGE,EDUCATION,0
43,36800.0,580,0.052,0.444,88.7,9600.0,9,1817.0,6,MORTGAGE,EDUCATION,0
35,98100.0,713,0.108,0.336,78.4,6300.0,0,4989.0,6,MORTGAGE,EDUCATION,0
53,68600.0,665,0.411,0.45,42.8,11000.0,0,2647.0,3,MORTGAGE,DEBTCONSOLIDATION,1
45,60500.0,635,0.058,0.269,82.3,7600.0,7,1117.0,8,RENT,DEBTCONSOLIDATION,0
37,33300.0,746,0.082,0.419,76.3,19500.0,2,4957.0,7,RENT,PERSONAL,0
53,130900.0,684,0.17,0.203,68.7,75000.0,14,4145.0,4,RENT,MEDICAL,1
67,89200.0,673,0.115,0.523,90.9,7600.0,14,11842.0,6,RENT,VENTURE,0
22,43000.0,728,0.167,0.488,93.8,33300.0,0,7349.0,5,MORTGAGE,PERSONAL,0
34,109200.0,641,0.242,0.274,69.9,75000.0,5,11732.0,9,MORTGAGE,PERSONAL,0
60,44400.0,787,0.373,0.413,82.5,8600.0,0,5336.0,4,RENT,PERSONAL,1
60,37500.0,610,0.129,0.257,80.7,62600.0,2,3687.0,10,RENT,VENTURE,1
59,38000.0,719,0.439,0.135,95.6,7500.0,9,1017.0,2,MORTGAGE,EDUCATION,0
26,20700.0,777,0.346,0.611,87.2,32800.0,3,4127.0,7,OWN,MEDICAL,1
26,79500.0,566,0.107,0.631,90.6,7900.0,0,18970.0,7,MORTGAGE,EDUCATION,0
23,20000.0,644,0.354,0.776,77.6,3700.0,1,1065.0,4,MORTGAGE,DEBTCONSOLIDATION,1
27,28700.0,755,0.096,0.397,87.0,28500.0,0,1836.0,7,RENT,PERSONAL,0
28,18000.0,756,0.059,0.059,92.5,19800.0,2,328.0,8,MORTGAGE,PERSONAL,0
62,56900.0,657,0.082,0.751,100.0,13000.0,5,6852.0,6,OWN,EDUCATION,0
35,54700.0,614,0.149,0.562,75.5,4300.0,5,1720.0,3,OWN,EDUCATION,0
67,49200.0,741,0.025,0.123,77.6,34400.0,6,2012.0,3,MORTGAGE,PERSONAL,0
49,32000.0,758,0.082,0.356,73.1,29300.0,2,1226.0,6,MORTGAGE,DEBTCONSOLIDATION,0
53,29600.0,582,0.038,0.758,76.6,3800.0,1,3642.0,9,MORTGAGE,MEDICAL,1
50,79100.0,579,0.446,0.336,98.6,16000.0,0,9799.0,7,MORTGAGE,DEBTCONSOLIDATION,0
59,43000.0,686,0.135,0.298,72.1,20000.0,14,1577.0,6,OWN,MEDICAL,0
47,72400.0,717,0.256,0.327,86.7,6100.0,0,8598.0,6,RENT,MEDICAL,1
56,35200.0,647,0.122,0.503,94.0,27500.0,0,3504.0,3,MORTGAGE,PERSONAL,0
49,66700.0,720,0.172,0.505,96.4,75000.0,0,12508.0,8,RENT,VENTURE,1
58,130900.0,616,0.05,0.193,99.5,28900.0,1,9017.0,2,MORTGAGE,PERSONAL,0
53,85100.0,511,0.103,0.532,87.6,46500.0,8,8843.0,5,MORTGAGE,EDUCATION,0
57,46700.0,638,0.204,0.26,86.5,25600.0,2,4525.0,4,RENT,MEDICAL,1
47,69900.0,674,0.049,0.069,75.2,6200.0,5,1309.0,5,MORTGAGE,EDUCATION,0
53,51800.0,649,0.112,0.507,58.4,24500.0,16,5685.0,9,MORTGAGE,PERSONAL,0
24,60200.0,583,0.193,0.164,74.9,5400.0,11,2327.0,5,MORTGAGE,VENTURE,0
42,49200.0,533,0.068,0.458,83.9,9400.0,0,1626.0,9,OWN,EDUCATION,0
22,54300.0,631,0.357,0.412,94.2,11300.0,2,7442.0,6,RENT,VENTURE,1
30,68000.0,737,0.155,0.064,100.0,10400.0,6,663.0,3,RENT,PERSONAL,0
25,33000.0,764,0.246,0.448,82.1,7700.0,19,2137.0,8,MORTGAGE,MEDICAL,0
30,32500.0,759,0.151,0.401,95.5,11200.0,6,3915.0,5,OWN,EDUCATION,0
53,26000.0,608,0.217,0.573,84.0,12300.0,1,2678.0,2,MORTGAGE,EDUCATION,0
58,22900.0,583,0.116,0.259,84.5,33000.0,0,1364.0,6,MORTGAGE,DEBTCONSOLIDATION,1
33,28800.0,707,0.071,0.192,78.4,18000.0,3,1092.0,7,MORTGAGE,EDUCATION,0
51,65900.0,717,0.068,0.457,76.3,26800.0,1,6825.0,3,RENT,MEDICAL,1
67,35000.0,700,0.235,0.454,75.0,11300.0,1,2030.0,2,RENT,DEBTCONSOLIDATION,1
56,81500.0,518,0.153,0.421,75.4,26300.0,5,12343.0,8,MORTGAGE,PERSONAL,0
65,61100.0,604,0.108,0.303,73.9,3500.0,3,4879.0,12,MORTGAGE,EDUCATION,0
44,18400.0,667,0.058,0.395,92.2,5500.0,0,958.0,9,RENT,PERSONAL,0
35,88700.0,706,0.151,0.269,97.2,27100.0,0,1957.0,6,OWN,MEDICAL,0
49,97400.0,727,0.161,0.569,72.9,8800.0,0,13158.0,7,RENT,PERSONAL,0
28,33000.0,680,0.232,0.396,71.3,14400.0,1,2794.0,9,RENT,MEDICAL,1
25,77000.0,694,0.231,0.732,79.8,2600.0,10,21214.0,2,RENT,EDUCATION,1
49,35800.0,676,0.324,0.26,71.5,10200.0,7,1217.0,8,RENT,DEBTCONSOLIDATION,1
67,63500.0,721,0.035,0.281,69.8,5600.0,2,6398.0,6,MORTGAGE,PERSONAL,0
24,28000.0,693,0.212,0.471,77.8,8300.0,6,4197.0,3,MORTGAGE,MEDICAL,0
32,20400.0,674,0.139,0.466,84.9,14600.0,2,2061.0,4,RENT,VENTURE,1
65,47600.0,649,0.15,0.478,84.8,14400.0,7,8096.0,5,RENT,MEDICAL,0
22,55600.0,676,0.116,0.24,78.2,11300.0,1,4693.0,8,MORTGAGE,EDUCATION,0
47,47200.0,706,0.054,0.723,75.7,25100.0,0,10239.0,8,RENT,EDUCATION,1
51,29400.0,690,0.101,0.241,89.3,9800.0,0,606.0,6,MORTGAGE,EDUCATION,0
56,47100.0,698,0.162,0.199,86.7,11100.0,1,994.0,6,RENT,PERSONAL,0
56,70400.0,770,0.219,0.479,84.1,5800.0,0,8668.0,8,MORTGAGE,EDUCATION,0
46,58300.0,689,0.237,0.578,75.2,31200.0,8,4579.0,5,RENT,MEDICAL,1
63,66800.0,621,0.072,0.068,98.0,7600.0,1,1103.0,5,MORTGAGE,DEBTCONSOLIDATION,0
47,40100.0,736,0.172,0.568,66.3,5000.0,3,5609.0,7,MORTGAGE,MEDICAL,1
25,120900.0,567,0.21,0.374,75.3,5700.0,7,11552.0,9,MORTGAGE,DEBTCONSOLIDATION,0
40,29600.0,588,0.18,0.496,70.2,15300.0,5,3662.0,5,OWN,PERSONAL,0
31,80200.0,695,0.022,0.513,82.0,12500.0,1,7518.0,8,RENT,VENTURE,1
30,121700.0,708,0.182,0.224,74.0,11400.0,0,3369.0,10,RENT,MEDICAL,0
60,79900.0,576,0.124,0.434,83.1,27000.0,12,8027.0,6,RENT,MEDICAL,1
58,53000.0,641,0.127,0.391,88.3,6700.0,4,4628.0,15,RENT,EDUCATION,0
26,43600.0,624,0.311,0.625,97.2,18900.0,6,3987.0,5,MORTGAGE,EDUCATION,0
28,111500.0,633,0.289,0.427,84.6,14300.0,2,3233.0,7,MORTGAGE,EDUCATION,0
43,25500.0,740,0.128,0.403,84.4,17800.0,1,1253.0,8,MORTGAGE,MEDICAL,0
67,33500.0,722,0.147,0.365,87.2,14500.0,3,2969.0,7,RENT,MEDICAL,0
46,47200.0,668,0.074,0.262,54.6,7900.0,0,2937.0,6,MORTGAGE,MEDICAL,0
66,125800.0,629,0.055,0.684,82.7,2800.0,8,8327.0,9,MORTGAGE,EDUCATION,0
63,75200.0,568,0.307,0.13,68.7,23600.0,5,2562.0,3,MORTGAGE,VENTURE,0
32,33500.0,776,0.368,0.124,74.2,13300.0,7,822.0,4,RENT,VENTURE,0
46,49700.0,714,0.29,0.151,80.6,14600.0,4,2092.0,6,RENT,VENTURE,1
